timestamp,open,high,low,close,volume,sma_5,sma_10,sma_20,sma_50,sma_100,ema_5,ema_10,ema_20,ema_50,ema_100,rsi_14,ema_12,ema_26,macd,macd_signal,macd_hist,bb_middle,bb_std,bb_upper,bb_lower,atr_14,roc_5,roc_10,roc_20,stoch_k,stoch_d,future_price,price_change_pct,target,target_buy,target_sell,target_hold
2025-03-26 07:10:00,87776.42,87863.25,87754.35,87841.12,97.27617,87845.15400000001,87751.58200000001,87628.367,87399.81300000001,87462.7397,87813.26100513594,87754.5962320645,87649.04412020996,87522.01682226178,87516.30743416648,75.16586000783352,87730.57562236312,87604.61144263687,125.96417972624477,105.46020502051223,20.50397470573253,87628.367,156.4152051803673,87941.19741036074,87315.53658963926,83.19714285714561,0.11679003495039808,0.3429597300187437,0.5245888431946177,77.97376664056213,74.33111459148928,87891.3,0.05712586542613251,HOLD,0,0,1
2025-03-26 07:15:00,87841.11,87867.8,87826.08,87835.6,29.27739,87842.44200000001,87778.637,87650.9475,87411.4066,87466.4484,87820.7073367573,87769.32418987097,87666.81134685663,87534.31420178093,87522.63005923248,71.17050270401387,87746.73321892263,87621.72170614525,125.01151277737517,109.37046657188483,15.64104620549034,87650.9475,151.80951193688543,87954.56652387377,87347.32847612622,79.24500000000262,-0.015435548843034663,0.3089703026492918,0.5168109169654489,75.00741117181288,72.7628462715744,87860.01,0.027790554171644454,HOLD,0,0,1
2025-03-26 07:20:00,87835.59,87836.82,87786.69,87818.1,29.06693,87824.24799999999,87800.47099999999,87662.2895,87424.0876,87472.29139999999,87819.83822450487,87778.19251898534,87681.21979001314,87545.44305661306,87528.48094914867,68.79406413463693,87757.71272370376,87636.26824643079,121.44447727297666,111.7852687121032,9.659208560873452,87662.2895,155.54335521780467,87973.37621043561,87351.20278956438,78.69857142857447,-0.10348192740521345,0.24924725821167115,0.25897561012366843,71.30182526574426,74.76100102603975,87885.26,0.0764762617273534,HOLD,0,0,1
2025-03-26 07:25:00,87818.1,88030.46,87818.09,88009.79,79.55534,87856.206,87839.59,87688.2775,87438.51219999998,87479.8839,87883.15548300325,87820.30115189709,87712.51219096428,87563.65274066744,87538.01182144276,78.50420597666871,87796.49384313395,87663.93652447296,132.55731866099813,115.9396787018822,16.617639959115934,87688.2775,168.1566799111255,88024.59085982224,87351.96414017775,88.70428571428887,0.18188958451905712,0.4464691287009659,0.5940791196436868,95.95767982164267,80.75563875306659,87969.25,-0.046063057303049576,HOLD,0,0,1
2025-03-26 07:30:00,88009.79,88259.65,87972.22,88159.08,294.68007,87932.738,87878.699,87722.706,87456.4918,87489.07470000001,87975.13032200218,87881.89730609761,87755.04245849149,87587.00282926872,87550.31020121617,81.27827081288336,87852.27632880564,87700.61381895644,151.6625098492077,123.08424493134731,28.578264917860395,87722.706,190.2605676823013,88103.2271353646,87342.1848646354,107.43214285714514,0.43594851555806,0.4455952563115595,0.7872024525751753,86.05634583922675,84.4386169755379,87939.14,-0.24948082489064352,HOLD,0,0,1
2025-03-26 07:35:00,88159.08,88251.76,88159.08,88222.91,105.69301,88009.096,87927.125,87757.834,87476.2492,87498.50440000002,88057.72354800146,87943.89961407987,87799.6012719685,87611.94036537583,87563.62900911288,82.00081721601686,87909.29689360478,87739.30242495966,169.99446864511992,132.46628967410183,37.52817897101809,87757.834,214.2746825285082,88186.38336505702,87329.28463494299,110.56285714285852,0.4346369900565916,0.5519346376995804,0.8027390201250206,94.71070096889036,92.24157554325326,88009.99,-0.241343206656863,HOLD,0,0,1
2025-03-26 07:40:00,88222.91,88238.41,88150.0,88211.29,64.10334,88084.234,87963.33800000002,87796.257,87496.2658,87507.23730000001,88108.91236533431,87992.51604788353,87838.80972225721,87635.444272616,87576.45397922945,80.43073677086636,87955.75737151173,87774.26446755524,181.4929039564886,142.27161253057918,39.22129142590941,87796.257,223.5158580528911,88243.28871610577,87349.22528389422,113.74000000000107,0.4277195123617128,0.412217942664439,0.8788141920841319,92.67161691165313,91.14622123992342,87976.19,-0.26651917231908895,HOLD,0,0,1
2025-03-26 07:45:00,88211.29,88275.0,88147.69,88235.34,123.40066,88167.682,87995.965,87831.08050000001,87518.8166,87515.7541,88151.05491022288,88036.66585735924,87876.57451061366,87658.96959525852,87589.5012271655,80.53168316831548,87998.77008358685,87808.4182106993,190.3518728875497,151.88766460197328,38.464208285576404,87831.08050000001,235.25123494237997,88301.58296988477,87360.57803011526,118.10214285714339,0.47511845507930417,0.3711448659392991,0.7956122805788945,93.95804451486065,93.78012079846805,87939.35,-0.3354551588966402,HOLD,0,0,1
2025-03-26 07:50:00,88235.35,88253.79,88150.94,88150.94,77.86076,88195.91199999998,88026.059,87860.9445,87539.4324,87523.3694,88151.01660681526,88057.442974203,87902.70455722188,87678.2625523072,87600.61882662757,70.26169035248238,88022.18083995809,87833.79019509193,188.39064486615825,159.18826065481028,29.202384211347976,87860.9445,236.0899163339073,88333.12433266781,87388.76466733219,114.77642857142824,0.1603798850105198,0.3425611838360876,0.6821873580156401,77.3091414566345,87.97960096104943,87911.77,-0.27131871764498283,HOLD,0,0,1
2025-03-26 07:55:00,88150.95,88192.32,88140.45,88140.45,36.9614,88192.186,88062.462,87892.0105,87559.7616,87530.6574,88147.49440454351,88072.53516071154,87925.3469803436,87696.38755025595,87611.30855283297,71.69171633411048,88040.37609534916,87856.50573619622,183.87035915293382,164.124680354435,19.74567879849883,87892.0105,229.53210626202718,88351.07471252406,87432.94628747595,114.85571428571504,-0.02113225319502199,0.41472413661891583,0.7099247901573014,75.39049639682453,82.21922745610657,87939.99,-0.2274324671589399,HOLD,0,0,1
2025-03-26 08:00:00,88140.45,88200.0,88071.69,88081.72,58.40246,88163.948,88086.522,87919.052,87579.4028,87537.2747,88125.56960302901,88074.20513149127,87940.2396488823,87711.49862671651,87620.6236309947,63.298565840938515,88046.73669606468,87873.18827425576,173.54842180891137,166.00942864533027,7.538993163581097,87919.052,217.53330086529238,88354.11860173057,87483.98539826942,115.38499999999996,-0.16003779517135275,0.27390361142936026,0.6178027205343772,62.877172764813025,71.85893687275735,88000.4,-0.09232335608342682,HOLD,0,0,1
2025-03-26 08:05:00,88081.72,88111.13,88038.5,88066.94,49.33425,88135.07800000001,88109.65599999999,87944.1465,87597.67139999999,87544.1867,88106.02640201934,88072.88419849286,87952.30634898874,87725.43750410018,87629.46157889579,59.518842327404,88049.84489667011,87887.54025394052,162.30464272959216,165.26847146218267,-2.963828732590514,87944.1465,203.01059975654505,88350.1676995131,87538.1253004869,113.4407142857152,-0.1636411847054875,0.2633784023789776,0.5731624660752166,60.03841352155958,66.10202756106573,87992.75,-0.08424273626403089,HOLD,0,0,1
2025-03-26 08:10:00,88066.94,88101.97,88007.23,88053.83,39.25117,88098.776,88133.229,87966.85,87614.7966,87549.9809,88088.62760134623,88069.41979876689,87961.97526813266,87738.31564119429,87637.86491396716,63.01114529739965,88050.4579894901,87899.85801290789,150.59997658220527,162.3347724861872,-11.734795903981933,87966.85,187.2476827488977,88341.34536549781,87592.3546345022,110.53071428571482,-0.20571122636349193,0.26842985671517994,0.51834616898494,57.520407183328395,60.145331156567,88025.0,-0.03274133561254717,HOLD,0,0,1
2025-03-26 08:15:00,88053.83,88149.79,88004.95,88004.96,62.3837,88069.57999999999,88132.746,87986.168,87630.1774,87556.1018,88060.73840089749,88057.69983535472,87966.06905212003,87748.77228271608,87645.13412359158,65.0636715969319,88043.45829879932,87907.64334528509,135.81495351422927,157.03080869179564,-21.215855177566368,87986.168,168.4109645014515,88322.98992900291,87649.3460709971,114.58500000000016,-0.16560231802406067,-0.005488025820754583,0.4409566005391552,48.134063190243616,55.230961298377196,88176.0,0.19435268193973793,HOLD,0,0,1
2025-03-26 08:20:00,88004.96,88056.61,88004.95,88056.61,32.8443,88052.812,88122.499,88000.599,87645.6574,87563.4799,88059.36226726501,88057.50168347204,87974.69199953717,87760.84435006055,87653.28216074817,64.45213472294944,88045.48163744557,87918.67791230102,126.80372514454939,150.9853919823464,-24.181666837797025,88000.599,160.93119922270853,88322.46139844542,87678.73660155458,110.4964285714294,-0.09512091213511598,-0.11623306413814927,0.32884426315333837,55.276361327844924,53.64361056713898,88143.99,0.09923161929581965,HOLD,0,0,1
2025-03-26 08:25:00,88056.6,88084.47,88041.26,88041.26,18.72056,88044.72,88104.334,88015.7295,87662.46919999999,87570.88880000002,88053.32817817669,88054.54865011349,87981.03180910506,87771.84104221505,87660.96489023832,63.61337640330364,88044.83215476164,87927.75806694539,117.0740878162469,144.2031311491265,-27.129043332879604,88015.7295,148.77315202346963,88313.27580404693,87718.18319595307,110.60285714285835,-0.04593461617234951,-0.20589889859675692,0.3448993117628252,52.13286641682407,51.847763644970875,88156.46,0.13084774116137327,HOLD,0,0,1
2025-03-26 08:30:00,88041.27,88084.4,88034.33,88035.56,29.56022,88038.44399999999,88086.76100000001,88025.0495,87678.46040000001,87578.201,88047.40545211779,88051.09616827467,87986.22497014268,87782.18296212818,87668.3826151841,64.6228952606375,88043.40566941368,87935.7433953198,107.66227409387648,136.89495973807652,-29.232685644200046,88025.0495,143.53546543166397,88312.12043086332,87737.97856913667,110.59857142857176,-0.03563198630497366,-0.19921486240592756,0.21218188085121437,47.595806613993894,51.66834478622096,88214.48,0.20323605597556063,HOLD,0,0,1
2025-03-26 08:35:00,88035.56,88086.96,88025.2,88062.67,17.31104,88040.21200000001,88069.49399999999,88032.72949999999,87694.6406,87584.4434,88052.4936347452,88053.20050131563,87993.50544917671,87793.18245380944,87676.19028617056,54.56665169781372,88046.3694125808,87945.14536603686,101.22404654393904,129.76077709924903,-28.536730555309987,88032.72949999999,141.09171643726057,88314.9129328745,87750.54606712547,99.84071428571458,0.010039313451781773,-0.19569256490653553,0.1747259981250915,29.873175242749667,43.200616091189204,88187.96,0.1422736785064638,HOLD,0,0,1
2025-03-26 08:40:00,88062.66,88086.96,88047.37,88047.37,18.06346,88048.69399999999,88059.137,88042.598,87709.29780000001,87589.44790000001,88050.7857564968,88052.14041016734,87998.63540639797,87803.15059287574,87683.54037951372,37.448032540056516,88046.52334910682,87952.71756114524,93.80578796158079,122.56977927171539,-28.7639913101346,88042.598,134.3810577037661,88311.36011540753,87773.83588459247,82.13785714285872,0.04819046562829499,-0.11749165692391816,0.22466704610131227,15.708202184779779,31.059061347174445,88104.87,0.06530575529967562,HOLD,0,0,1
2025-03-26 08:45:00,88047.37,88047.37,87886.1,87918.49,119.96726,88021.07,88036.94099999999,88049.7015,87719.181,87592.6548,88006.68717099787,88027.84033559146,87991.00251055055,87807.67370688061,87688.19284724613,20.157242569210055,88026.82591078269,87950.18218624558,76.6437245371053,113.38456832479338,-36.74084378768808,88049.7015,122.82850227624877,88295.3585045525,87804.0444954475,87.03714285714419,-0.15685364221946774,-0.25182535373938775,0.16185440235545467,8.328619182309053,17.969998869946167,88234.35,0.3592645870055327,HOLD,0,0,1
2025-03-26 08:50:00,87918.48,87945.32,87901.93,87916.0,24.38389,87996.01800000001,88020.36899999999,88053.4455,87729.3008,87596.16530000001,87976.45811399858,88007.50572912028,87983.85941430763,87811.92179680687,87692.70387997392,20.52464514583457,88009.77577066228,87947.6501724496,62.12559821267496,103.1327743023697,-41.00717608969474,88053.4455,117.14576540566782,88287.73703081133,87819.15396918867,83.82142857143064,-0.14227420189124595,-0.1881434649550484,0.08524481472913514,7.688351761376865,10.575057709488567,88192.57,0.31458437599527617,HOLD,0,0,1
2025-03-26 08:55:00,87915.99,87979.39,87908.15,87959.73,54.891,87980.852,88009.648,88059.652,87743.76980000001,87599.46909999999,87970.88207599905,87998.81923291659,87981.56137484976,87817.7181969321,87697.99152591503,23.52907278280314,88002.07642132962,87948.54497449037,53.5314468392462,93.212508809745,-39.6810619704988,88059.652,107.9217545315384,88275.49550906308,87843.80849093692,79.81642857143119,-0.08613564791318806,-0.12173694237588295,0.14132083118916228,20.025021077536117,12.013997340407345,88208.47,0.28278849878234646,HOLD,0,0,1
2025-03-26 09:00:00,87959.73,88000.0,87899.99,87899.99,53.4503,87948.31599999999,87994.264,88063.7465,87754.98020000002,87600.9326,87947.25138399936,87980.85028147721,87973.79267248312,87820.94454215045,87701.99149569888,24.699050269190423,87986.37081804813,87944.9483097133,41.42250833482831,82.85450871476168,-41.43200037993337,88063.7465,99.49987671432872,88262.74625342865,87864.74674657134,79.6135714285743,-0.1847320777350836,-0.17471131011563834,0.0932495692801405,4.424976107040355,10.712782981984446,88168.01,0.3049147104567242,HOLD,0,0,1
2025-03-26 09:05:00,87899.99,87942.63,87887.12,87898.8,49.74939,87918.602,87983.648,88058.19700000001,87766.42060000001,87603.0909,87931.10092266626,87965.93204848135,87966.65051319901,87823.99769736023,87705.88869380385,25.171074533012117,87972.89838450227,87941.52991640121,31.368468101063627,72.55730059202207,-41.18883249095845,88058.19700000001,105.57720767340143,88269.35141534681,87847.04258465322,79.87357142857425,-0.16873871417169006,-0.12062956451546203,-0.1261109701545582,4.045874482318357,9.498623888964943,88160.0,0.29715991572125794,HOLD,0,0,1
2025-03-26 09:10:00,87898.8,87938.74,87891.3,87891.3,19.25347,87913.164,87967.117,88044.80799999999,87779.0558,87604.9213,87917.83394844417,87952.3625851211,87959.47427384673,87826.63700334611,87709.56020481764,28.132751492879294,87960.34478688655,87937.80918185296,22.535605033583124,62.55296148033428,-40.01735644675116,88044.80799999999,109.03314593135418,88262.8742918627,87826.74170813728,74.09714285714601,-0.030926372825557102,-0.18773150590284393,-0.3037463639593341,1.972012590540912,3.480954393299875,88230.0,0.38536237375029964,HOLD,0,0,1
2025-03-26 09:15:00,87891.31,87914.11,87860.0,87860.01,27.03146,87901.96599999999,87948.992,88026.663,87790.92479999998,87607.00140000001,87898.55929896279,87935.57120600816,87950.00148586133,87827.94574831294,87712.53940868264,27.104954526342354,87944.90866582708,87932.04627949349,12.862386333596078,52.61484645098665,-39.75246011739057,88026.663,108.0256960712746,88242.71439214254,87810.61160785746,72.77428571428858,-0.06368579098230409,-0.20586938442270775,-0.41134440022440044,0.00345077469711223,2.0071126158521273,88149.35,0.32931933424547877,HOLD,0,0,1
2025-03-26 09:20:00,87860.01,87885.27,87837.49,87885.26,28.62091,87887.072,87933.962,88010.3615,87803.38700000002,87609.71519999999,87894.12619930852,87926.42371400667,87943.835630065,87830.19336602616,87715.9596184117,31.837086520847834,87935.73194800752,87928.58062916064,7.1513188468816224,43.52214093016565,-36.370822083284025,88010.3615,103.1897512395985,88216.74100247919,87803.98199752081,69.42000000000242,-0.08466374328343074,-0.17072646553280002,-0.3696012154453254,15.296189561316458,5.757217642184827,88197.99,0.35583896548751237,HOLD,0,0,1
2025-03-26 09:25:00,87885.26,87997.7,87885.26,87969.25,65.72673,87900.924,87924.62000000001,87997.057,87817.7982,87613.5824,87919.16746620569,87934.21031145999,87946.2560462493,87835.64656735846,87720.97526953225,46.423062283389775,87940.88857139098,87931.59317514875,9.295396242232528,36.67679199257903,-27.3813957503465,87997.057,88.80759984721963,88174.67219969444,87819.44180030556,67.10571428571711,0.0787940931506359,-0.10608354254986185,-0.30156850985103567,52.81596985609257,22.705203397368717,88155.57,0.21180128283463479,HOLD,0,0,1
2025-03-26 09:30:00,87969.25,87989.14,87939.13,87939.14,16.75832,87908.992,87913.79699999999,87986.467,87832.08880000001,87615.7787,87925.82497747046,87935.10661846725,87945.57832755889,87839.70513334441,87725.29536320487,37.702824361953816,87940.61956040777,87932.1521992118,8.467361195958802,31.03490583325498,-22.56754463729618,87986.467,81.84724064467694,88150.16148128935,87822.77251871066,66.98785714285934,0.04589368683076689,-0.12292246775797988,-0.24026970103778744,40.746382330538225,36.28618058264908,88081.08,0.16140708221618078,HOLD,0,0,1
2025-03-26 09:35:00,87939.13,88056.61,87939.13,88009.99,35.6278,87932.73,87922.94700000001,87979.944,87846.64880000001,87618.92199999999,87953.87998498032,87948.72177874592,87951.71277255328,87846.38297125247,87730.93288076518,47.067319415528175,87951.29193572965,87937.91796223316,13.37397349649109,27.502719365902205,-14.128745869411116,87979.944,73.72495895370254,88127.39391790741,87832.4940820926,72.2928571428586,0.13504180732337723,0.1040736709650103,-0.14801376666444543,69.14659077243725,54.23631431968935,88069.4,0.067503700432177,HOLD,0,0,1
2025-03-26 09:40:00,88010.0,88020.0,87962.26,87976.19,23.79544,87955.966,87928.966,87974.66750000001,87858.5182,87620.7624,87961.31665665355,87953.71600079212,87954.04393707201,87851.47344296807,87735.78945738368,44.71072465834023,87955.12240715585,87940.75292799367,14.36947916218196,24.876071325158158,-10.506592162976197,87974.66750000001,69.72537527092442,88114.11825054185,87835.21674945817,72.84071428571666,0.13223308306020698,0.06846307839301069,-0.1198091953699354,55.59786747905417,55.163613527343216,87987.25,0.012571583288612147,HOLD,0,0,1
2025-03-26 09:45:00,87976.18,87977.4,87919.88,87939.35,19.45781,87966.78400000001,87926.92799999999,87968.288,87869.6254,87621.7433,87953.99443776904,87951.10400064809,87952.64451449373,87854.91958245952,87739.82035921767,39.20064452851417,87952.69588297803,87940.64900740155,12.046875576488674,22.31023217542426,-10.263356598935587,87968.288,66.60570637862881,88101.49941275726,87835.07658724274,72.5378571428581,0.06154615688684917,-0.02316969367686106,-0.144878429976103,40.83056078887245,55.191673013454626,88048.01,0.12356243251739857,HOLD,0,0,1
2025-03-26 09:50:00,87939.35,87946.0,87911.76,87911.77,30.24583,87955.28800000002,87928.106,87961.18500000001,87876.0356,87623.02459999999,87939.91962517938,87943.95236416662,87948.75170358957,87857.14901059837,87743.2253025995,38.375282902408095,87946.3995932891,87938.5098216681,7.889771620990359,19.42614006453748,-11.536368443547122,87961.18500000001,64.54614045361443,88090.27728090723,87832.09271909279,72.15571428571482,-0.06534101404751524,0.013401594243633852,-0.16133312997287375,33.89923329682385,43.44255385491683,87960.0,0.05486182339406421,HOLD,0,0,1
2025-03-26 09:55:00,87911.76,87940.0,87891.03,87939.99,23.38004,87955.45800000001,87932.225,87957.9365,87885.03480000001,87625.105,87939.94308345293,87943.23193431814,87947.91725562865,87860.39767684942,87747.1216332411,52.227609929959726,87945.41350201385,87938.6194645075,6.794037506348104,16.899719552899608,-10.105682046551504,87957.9365,63.858314818074504,88085.65312963615,87830.21987036384,64.13428571428709,0.0009665775671630072,0.04686070799602149,-0.07382538438742703,46.77802117561253,40.50260508710294,87954.96,0.017022972142709092,HOLD,0,0,1
2025-03-26 10:00:00,87940.0,88041.48,87939.99,88000.4,29.36645,87953.54000000001,87943.135,87955.126,87895.63260000001,87627.1521,87960.09538896862,87953.62612807847,87952.91561223545,87865.88796403179,87752.13704644424,57.80758556891713,87953.8729632425,87943.1958004699,10.677162772597512,15.655208196839189,-4.978045424241676,87955.126,60.432003581959414,88075.99000716393,87834.26199283608,68.28428571428542,-0.010896490273448745,0.12413060223253058,-0.06383393591918862,74.34738955822947,51.674881343555285,87962.26,-0.04334071208767167,HOLD,0,0,1
2025-03-26 10:05:00,88000.4,88012.0,87967.95,87992.75,29.53403,87956.852,87956.409,87952.7005,87905.0806,87629.02030000002,87970.98025931242,87960.73955933693,87956.70936345113,87870.86294583447,87756.90165938594,53.273066095714306,87959.85404582057,87946.86648191657,12.987563903996488,15.12167933827065,-2.134115434274161,87952.7005,57.70494482900914,88068.11038965803,87837.29061034198,66.3421428571424,0.018823274797408196,0.15108124845422122,-0.05509916600465736,70.85615188024738,63.99385420469647,87871.39,-0.1379204536737408,HOLD,0,0,1
2025-03-26 10:10:00,87992.75,88040.0,87968.89,88025.0,23.25207,87973.98199999999,87970.383,87952.1725,87916.724,87631.13769999999,87988.98683954161,87972.42327582111,87963.21323359864,87876.90753619389,87762.2105374179,63.105696852786856,87969.8765003097,87952.65414992275,17.222350386960898,15.541813548008701,1.6805368389521966,87952.1725,56.950254274492764,88066.07300854899,87838.27199145101,64.2778571428571,0.09739667168338073,0.15900277247857808,-0.011995152867771974,85.57411464037912,76.92588535961865,87960.98,-0.07272933825618186,HOLD,0,0,1
2025-03-26 10:15:00,88025.0,88176.0,88025.0,88176.0,40.23745,88026.82800000001,87991.05799999999,87957.839,87929.4666,87634.53730000001,88051.32455969442,88009.43722567182,87983.47863992258,87888.63665242158,87770.4043881621,72.11443341736563,88001.58780795438,87969.19828696552,32.38952098885784,18.91135503617853,13.478165952679309,87957.839,72.1366267949338,88102.11225358988,87813.56574641014,71.09857142857072,0.3005627119099019,0.23502530713856995,0.12869244141699987,100.0,85.4767555068755,87829.66,-0.3927826165850078,HOLD,0,0,1
2025-03-26 10:20:00,88175.99,88206.0,88106.26,88143.99,60.12379,88067.628,88011.54299999999,87962.67,87941.2732,87639.4832,88082.21303979629,88033.90136645877,87998.76543612043,87898.65050918938,87777.80212304999,69.40038387715948,88023.49583749985,87982.14582126436,41.35001623549033,23.39908727604089,17.95092895944944,87962.67,81.12361885993226,88124.91723771986,87800.42276228014,74.83428571428522,0.23197637388860937,0.23294519368737276,0.1097363839487775,83.17277685815971,89.58229716617961,87698.23,-0.5057179735113072,HOLD,0,0,1
2025-03-26 10:25:00,88144.0,88228.83,88143.99,88156.46,81.79966,88098.84,88026.19,87974.5685,87954.01979999998,87644.6131,88106.96202653086,88056.18475437535,88013.78396601373,87908.7606852996,87785.30029883118,73.43737646854315,88043.95186249987,87995.05798265219,48.89387984768837,28.49804579037039,20.395834057317977,87974.5685,91.13639138437162,88156.84128276874,87792.29571723125,77.02928571428492,0.17734010299954583,0.16642428887903016,0.270671163710845,81.50712935043799,88.2266354028659,87783.49,-0.4230773331869282,HOLD,0,0,1
2025-03-26 10:30:00,88156.45,88224.23,88156.45,88214.48,42.37923,88143.18600000002,88050.019,87989.4925,87967.49160000001,87651.2993,88142.80135102058,88084.9657081253,88032.89787401241,87920.74967803294,87793.79890677512,74.74594107035551,88070.18696057682,88011.3114654187,58.87549515812134,34.57353566392058,24.30195949420076,87989.4925,104.49974514619825,88198.49199029239,87780.4930097076,78.45785714285635,0.25198666935628555,0.2708573762969291,0.33950589198781245,95.82326745641193,86.83439122166988,87613.87,-0.680851941767384,HOLD,0,0,1
